VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"SOLARWINDS NORTH AMERICA, INC.",TECHNOLOGY SERVICES,1489.35,11/15/22
TAB SERVICE COMPANY,GENERAL EXPENSES,2629.35,4/21/22
"HERITAGE-CRYSTAL CLEAN, LLC",DIRECT PURCHASES,1808,11/3/22
MICHAEL CORRIGAN,ADMINISTRATION & HR,25,5/12/22
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,1629.11,6/23/22
NSH USA CORPORATION,DIRECT PURCHASES,12730,8/16/22
VILLAGE OF ROSEMONT,UTILITIES EXPENSE,16.86,8/4/22
NIKKI HALE CONSULTING INC,CONTRACTUAL SERVICES,550,6/9/22
VTECH SOLUTION INC,CONTRACTUAL SERVICES,2880,6/30/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,232,3/17/22
COZEN O'CONNOR PUBLIC STRATEGIES,CONTRACTUAL SERVICES,6000,8/25/22
LITTLER MENDELSON PC,LEGAL COSTS,2585,12/8/22
COGENT Infotech Corporation,GENERAL EXPENSES,1600,7/29/22
"LUMINATOR TECHNOLOGY GROUP, INC.",MAINTENANCE & REPAIRS,23625,6/30/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3636,9/1/22
PNC BANK,UTILITIES EXPENSE,245.07,2/15/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,3322.08,12/29/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,21129.38,12/1/22
"MESIROW INSURANCE SERVICES, INC.",CONTRACTUAL SERVICES,1480,7/22/22
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,422037.65,8/11/22
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,8410.18,2/24/22
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,125,12/27/22
WHEEL RAIL SEMINARS,TRAVEL & MEETING EXPENSE,850,3/3/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,21570.81,11/10/22
BALOUGH LAW OFFICES LLC,CONSULTING,6562.5,10/27/22
KRISTINA DRABKIN M.D.,ADMINISTRATION & HR,550,10/20/22
POSTAL PARTNERS,GENERAL EXPENSES,142.62,9/8/22
AMERICAN DBE MAGAZINE,ADVERTISING & PROMOTION,1000,3/3/22
"ILLINOIS BONE & JOINT INSTITUTE, LLC",ADMINISTRATION & HR,187.5,12/1/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,1106,4/7/22
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,10/27/22
"ICE MILLER, LLP",LEGAL COSTS,13200,8/9/22
"JULIAN, BETLEY & ASSOCIATES",LEGAL COSTS,250.8,4/21/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,60,8/18/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,10192.35,12/6/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,44350.02,9/27/22
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,7591.63,1/3/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,3/31/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,3/3/22
DOCUMENT LLC,CONTRACTUAL SERVICES,10200,4/14/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,840,6/2/22
UNITEC PARTS CO.,DIRECT PURCHASES,13469.17,9/22/22
"*ABC HUMANE WILDLIFE CONTROL & PREVENTION, INC.",MAINTENANCE & REPAIRS,77532,5/24/22
Konecranes,MAINTENANCE & REPAIRS,6103.24,11/1/22
"*MOTR GRAFX, LLC",GENERAL EXPENSES,1642,12/8/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2859.3,1/10/22
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,59463,3/17/22
"*VEI SOLUTIONS, INC.",MAINTENANCE & REPAIRS,1242.23,3/1/22
"WISCO, INC.",MAINTENANCE & REPAIRS,817.07,7/28/22
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,10957.31,2/15/22
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,1830,11/3/22
"CORE MECHANICAL, INC.",MAINTENANCE & REPAIRS,2410,11/3/22
CUMMINS INC.,MAINTENANCE & REPAIRS,610.8,11/29/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22344.36,8/11/22
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,40728,1/3/22
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,460,2/17/22
TAB SERVICE COMPANY,GENERAL EXPENSES,2566.19,9/1/22
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,136,12/6/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,16197.1,3/24/22
US BANK,FINANCIAL & TREAS SVCS,5000,3/10/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,3502.18,4/14/22
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,764.4,3/1/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,10824.5,5/12/22
CINTAS CORPORATION,CONTRACTUAL SERVICES,4961.28,12/20/22
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,220,10/20/22
TAB SERVICE COMPANY,GENERAL EXPENSES,2716.17,3/3/22
AVONDALE INVESTORS LLC,FACILITY RENTAL,25500,1/18/22
"*MOTR GRAFX, LLC",GENERAL EXPENSES,550,10/17/22
LISA R SCHWARZ PT,ADMINISTRATION & HR,75,12/15/22
CHARLES EQUIPMENT ENERGY SYSTEMS LLC,MAINTENANCE & REPAIRS,4084.16,8/2/22
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025,7/6/22
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,3085.9,6/9/22
CAMERON MALONEY,LEGAL COSTS,40,8/11/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,68.07,6/30/22
PITNEY BOWES GLOBAL MAILING SYSTEMS,CONTRACTUAL SERVICES,1962.39,3/24/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,4278.18,3/3/22
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,6376,11/23/22
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,3196.25,10/17/22
DAVID WISE,CONTRACTUAL SERVICES,13440,6/30/22
BLAZEN ILLUMINATIONS LLC,CONTRACTUAL SERVICES,500,4/21/22
LEXIS NEXIS CO.,CONTRACTUAL SERVICES,6000,8/25/22
PNC BANK,MAINTENANCE & REPAIRS,177.99,10/19/22
"TEXTMARKS, INC.",CONTRACTUAL SERVICES,16268.06,9/6/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,4962.39,4/26/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,1099.4,5/26/22
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,194.83,11/17/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3915,7/21/22
"GENFARE, A DIVISION OF SPX CORPORATION",MAINTENANCE & REPAIRS,6791.67,1/19/22
Michael Best Strategies,CONTRACTUAL SERVICES,6000,12/22/22
AURIGA CORPORATION,GENERAL EXPENSES,28116.49,5/19/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,2924.47,3/17/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,150.18,9/15/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,2944,12/13/22
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,22750.16,5/19/22
"ASKREPLY, INC.",TECHNOLOGY SERVICES,57500,11/17/22
WTS GREATER CHICAGO AREA CHAPTER,GENERAL EXPENSES,1000,3/3/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,7/14/22
"*MULTILINGUAL CONNECTIONS, LLC",ADVERTISING & PROMOTION,1623.72,2/22/22
STAPLES ADVANTAGE,DIRECT PURCHASES,30594.69,11/1/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,103676.87,2/8/22
COMPUTER AID INC,TECHNOLOGY SERVICES,21571.17,8/4/22
"THE MCS GROUP, INC.",ADMINISTRATION & HR,761.53,3/17/22
"WISCO, INC.",DIRECT PURCHASES,584.43,6/2/22
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,402.5,12/15/22
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,435031.75,9/6/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,6105.04,2/24/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,9954.71,12/1/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,27961.57,2/1/22
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,5090,9/1/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,3114.47,3/24/22
*SOUTH SUBURBAN PEST CONTROL,MAINTENANCE & REPAIRS,5444.2,8/11/22
PNC BANK,TRAVEL & MEETING EXPENSE,5636.86,12/16/22
HOLLAND & KNIGHT LLP,LEGAL COSTS,3245,9/15/22
"IMPERIAL CRANE SERVICES, INC.",MAINTENANCE & REPAIRS,7150,7/26/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,440,7/14/22
"OER SERVICES, LLC",CONTRACTUAL SERVICES,3768,3/31/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,457.72,8/23/22
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,3196.99,3/1/22
SUMMIT POLICE DEPT,LEGAL COSTS,5,11/23/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,14931.62,2/22/22
VTECH SOLUTION INC,GENERAL EXPENSES,4980,12/22/22
PACE SUBURBAN BUS SERVICE,DIRECT PURCHASES,15988,7/29/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,1850.8,12/20/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,804.4,1/5/22
ILLINOIS ENVIRONMENTAL PROTECTION AGENCY,CONTRACTUAL SERVICES,470,3/3/22
"RADICOM, INC.",MAINTENANCE & REPAIRS,11250,3/8/22
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,1800,4/28/22
POSTAL PARTNERS,GENERAL EXPENSES,594.76,3/10/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,63439.5,8/2/22
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,385,2/10/22
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,4622.68,1/18/22
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",FINANCIAL & TREAS SVCS,8559.24,8/25/22
*MOBILE HEALTH & TESTING SERVICES,ADMINISTRATION & HR,57898.54,8/25/22
"DATA WEIGHING SYSTEMS, INC.",MAINTENANCE & REPAIRS,340,5/3/22
"ARAMARK UNIFORM SERVICES, INC.",GENERAL EXPENSES,9.08,5/5/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,470,9/1/22
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,7900.75,9/27/22
PNC BANK,MAINTENANCE & REPAIRS,49.02,6/15/22
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,35.21,10/20/22
Arrow Strategy Group LLC,ADVERTISING & PROMOTION,4450,12/29/22
METROPOLITAN WATER RECLAMATION..,UTILITIES EXPENSE,7948.61,8/4/22
"*BOYE JANITORIAL SERVICE, INC.",MAINTENANCE & REPAIRS,16902.75,11/3/22
"WBDC, WOMEN'S BUSINESS DEVELOPMENT CENTER",GENERAL EXPENSES,2500,3/15/22
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50,3/24/22
"ORACLE AMERICA, INC.",MAINTENANCE & REPAIRS,29119.35,10/4/22
"*FIRECO, INC.",MAINTENANCE & REPAIRS,7983.95,11/23/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,9/29/22
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,821.3,12/22/22
CDW GOVERNMENT LLC,DIRECT PURCHASES,120,5/17/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,862.64,6/7/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,15584.4,2/15/22
*TEQLOGICA CORPORATION,TECHNOLOGY SERVICES,21160,12/22/22
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,46200.11,1/27/22
MOORE-ADDISON CO.,EQUIPMENT RENTAL,4400,3/10/22
MURNANE PAPER CO.,MAINTENANCE & REPAIRS,1716,6/30/22
PITNEY BOWES GLOBAL MAILING SYSTEMS,MAINTENANCE & REPAIRS,264.6,7/7/22
"THOMPSON COBURN, LLC",LEGAL COSTS,1416,8/16/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1677.23,4/7/22
"HINES INDUSTRIES, INC.",DIRECT PURCHASES,2300,7/7/22
CE21 LLC,TRAVEL & MEETING EXPENSE,1750,12/1/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,513.55,2/22/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,7490.7,3/3/22
"ZIPCAR, INC.",EQUIPMENT RENTAL,584.68,7/28/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,11/10/22
ALLIANCE RADIO LLC,ADVERTISING & PROMOTION,1750,10/17/22
ANDERSON ELEVATOR CO.,MAINTENANCE & REPAIRS,411985.41,3/3/22
"PREMIER FALL PROTECTION, INC.",DIRECT PURCHASES,2998,6/9/22
COOK COUNTY SHERIFF DEPARTMENT,MAINTENANCE & REPAIRS,43247.24,12/15/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,955.9,6/28/22
COMPUTER AID INC,TECHNOLOGY SERVICES,18480,1/19/22
JASCULCA TERMAN STRATEGIC COMMUNICATIONS,CONTRACTUAL SERVICES,262.5,6/9/22
HAPPY HANDS CLEANING SERVICE LLC,MAINTENANCE & REPAIRS,1666.67,9/29/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,200,12/22/22
KONE SPARES,DIRECT PURCHASES,2678.64,8/25/22
RAMSEN YOUKHANA,LEGAL COSTS,75,5/12/22
KONE SPARES,DIRECT PURCHASES,5443.2,8/4/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,80,3/10/22
"MESIROW FINANCIAL, INC.",CONTRACTUAL SERVICES,167500,9/13/22
"HERITAGE-CRYSTAL CLEAN, LLC",MAINTENANCE & REPAIRS,3200,1/25/22
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,3744,11/10/22
*WAN Tech Inc,CONTRACTUAL SERVICES,339.08,5/12/22
Whelan Security of IL dba GardaWorld,PURCHASE OF SECURITY SERVICES,649012.66,3/17/22
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,378.55,9/15/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,47717.06,6/30/22
"Atalian US Midwest, LLC",MAINTENANCE & REPAIRS,47118.08,4/28/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,8/18/22
GENUINE PARTS COMPANY (NAPA),CONSULTING,145.25,2/17/22
"OCCUPATIONAL HEALTH CENTERS OF THE SOUTHWEST, PA. d/b/a CONCENTRA MEDICAL CENTERS",ADMINISTRATION & HR,14810,7/5/22
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,53163.69,11/3/22
KONE SPARES,DIRECT PURCHASES,24029.78,9/22/22
PNC BANK,TRAVEL & MEETING EXPENSE,2596.74,11/15/22
"WISCO, INC.",DIRECT PURCHASES,331.4,8/4/22
"*ANCHOR STAFFING, INC.",TECHNOLOGY SERVICES,3291.04,11/8/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,24497,5/19/22
VINI KALRA M.D.,ADMINISTRATION & HR,43.75,11/10/22
*H and D Landscaping and Tree Removal LLC,CONTRACTUAL SERVICES,5852.16,2/24/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2795.35,5/12/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,363830.79,10/20/22
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,53.78,4/6/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,7410,4/14/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,751.08,11/23/22
89TH ST PROPERTIES LLC,FACILITY RENTAL,83906.76,8/23/22
COMPUTER AID INC,TECHNOLOGY SERVICES,105863.4,8/30/22
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,10001.5,6/30/22
SHANKELIAH MURDOCK,CONTRACTUAL SERVICES,50,10/27/22
89TH ST PROPERTIES LLC,FACILITY RENTAL,27968.92,1/10/22
AMALGAMATED BANK OF CHICAGO.,FINANCIAL & TREAS SVCS,9502.59,9/22/22
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,1622.24,7/7/22
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,4607.2,3/8/22
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,1650.8,10/20/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,392539.35,5/12/22
"AMERESCO, INC.",CONSULTING,14730,8/23/22
"WISCO, INC.",MAINTENANCE & REPAIRS,457.8,11/22/22
Konecranes,MAINTENANCE & REPAIRS,17664.54,9/20/22
ARC IMAGING RESOURCES,MAINTENANCE & REPAIRS,5473.96,1/5/22
"OUTERWEARS COMPANY, INCORPORATED",MATERIAL LOAD/ADJ,1304.6,6/21/22
RAMSEN YOUKHANA,LEGAL COSTS,225,5/26/22
NORTHERN ILLINOIS GAS,UTILITIES EXPENSE,8902.62,1/6/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,1117.35,7/7/22
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,13323,10/4/22
NSH USA CORPORATION,DIRECT PURCHASES,12730,5/24/22
IAP CONSTRUCTION INC.,MAINTENANCE & REPAIRS,9000,4/21/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,2271.25,1/19/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,24.38,11/3/22
ADVOCATE HEALTH & HOSPITAL,ADMINISTRATION & HR,750,1/13/22
KONE SPARES,DIRECT PURCHASES,6425.04,8/16/22
COMPUTER AID INC,TECHNOLOGY SERVICES,63198,1/18/22
AMERICAN CONTRACT COMPLIANCE ASSOC.,TRAVEL & MEETING EXPENSE,875,7/26/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1115.87,6/9/22
CORPORATE CONCEPTS INC,DIRECT PURCHASES,8107.66,3/14/22
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,372.9,11/8/22
DUN & BRADSTREET INC,CONTRACTUAL SERVICES,53622,5/24/22
CITY OF CHICAGO-DEPT OF WATER,FACILITY RENTAL,1099.04,4/7/22
REHABILITATION INSTITUTE OF CHICAGO,ADMINISTRATION & HR,750,2/24/22
PNC BANK,LEGAL COSTS,230.78,4/15/22
SKOKIE POLICE DEPARTMENT,LEGAL COSTS,5,3/3/22
COGENT Infotech Corporation,GENERAL EXPENSES,1600,7/14/22
"DALEY MOHAN GROBLE, P.C.",LEGAL COSTS,3953,10/27/22
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,31337,7/14/22
"RIB GROUP CONSULTING, INC.",CONSULTING,29700,11/17/22
AURIGA CORPORATION,GENERAL EXPENSES,566.5,12/15/22
VILLAGE OF OAK PARK UTILITIES,UTILITIES EXPENSE,893.64,2/10/22
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,33.22,12/29/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,418313,12/20/22
LOU MALNATI'S,GENERAL EXPENSES,805.52,6/16/22
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,722605.22,6/21/22
"ALERE TOXICOLOGY SERVICES, INC.",ADMINISTRATION & HR,8423.37,7/14/22
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50,11/17/22
EHC CANADA INC. d/b/a EHC GLOBAL,DIRECT PURCHASES,1758.84,9/15/22
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,201.5,3/22/22
JACKSON LEWIS PC,LEGAL COSTS,588,9/27/22
G&T ORTHOPAEDICS,ADMINISTRATION & HR,200,9/29/22
*WAN Tech Inc,CONTRACTUAL SERVICES,553.88,10/17/22
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,475,2/3/22
COMPUTER AID INC,TECHNOLOGY SERVICES,629457.17,5/26/22
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,1205.36,10/25/22
STAPLES ADVANTAGE,DIRECT PURCHASES,26972.18,8/9/22
MASTERGRAPHICS,ADVERTISING & PROMOTION,25635,2/1/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,4570,5/24/22
JJC GROUP,ADVERTISING & PROMOTION,15589,11/8/22
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,2452.96,11/17/22
HI-TEK ENVIRONMENTAL- d/b/a STAT,CONTRACTUAL SERVICES,80,7/29/22
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,2955.14,6/2/22
"WISCO, INC.",DIRECT PURCHASES,126,1/27/22
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,10469.24,8/25/22
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,60612.59,12/8/22
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,371611.54,11/1/22
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,368648.49,8/11/22
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,344,6/30/22
"MCCORKLE LITIGATION SERVICES, INC",LEGAL COSTS,358.8,11/17/22
AT & T CORP,UTILITIES EXPENSE,35878.71,3/31/22
JUAN ANGEL CHAVEZ,CONTRACTUAL SERVICES,11120,10/27/22
"IMPERIAL CRANE SERVICES, INC.",MAINTENANCE & REPAIRS,6325,9/8/22
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,3350.68,9/22/22
ILLINOIS SECRETARY OF STATE,LEGAL COSTS,5,2/17/22
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,1500,12/13/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,105187.62,3/17/22
BALOUGH LAW OFFICES LLC,LEGAL COSTS,11609.5,9/29/22
SURVEYMONKEY INC.,GENERAL EXPENSES,900,10/11/22
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1155.53,9/8/22
CHICAGO POLICE DEPARTMENT,PURCHASE OF SECURITY SERVICES,1561650.54,8/9/22
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,3150.05,12/14/22
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40,8/4/22
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,15713.7,8/25/22
JACKSON LEWIS PC,LEGAL COSTS,1232,11/1/22
Wensco,ADVERTISING & PROMOTION,5665,7/7/22
VTECH SOLUTION INC,CONTRACTUAL SERVICES,8361,12/15/22
*WAN Tech Inc,CONTRACTUAL SERVICES,450.08,12/29/22
"STANTON MECHANICAL, INC.",MAINTENANCE & REPAIRS,62843.43,3/15/22
CDM SMITH INC.,CONTRACTUAL SERVICES,6630,9/22/22
GRANT LAW LLC,LEGAL COSTS,7913.68,12/15/22
"MOBILE MINI, INC",EQUIPMENT RENTAL,660,4/28/22
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,592,7/14/22
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,4564.77,9/22/22
COUNTERMEASURES CONSULTING LLC,ADMINISTRATION & HR,1700,1/6/22
REHABILITATION INSTITUTE OF CHICAGO,ADMINISTRATION & HR,1350,6/9/22
"HITACHI RAIL STS USA, INC.",DIRECT PURCHASES,743.22,7/7/22
"HADADY MACHINING CO., INC.",DIRECT PURCHASES,4095,5/10/22
LEXITAS,LEGAL COSTS,420.4,3/3/22
UNIVERSITY OF ILLINOIS (UIC),CONTRACTUAL SERVICES,1000,10/17/22
LORCHEM TECHNOLOGIES INC,MAINTENANCE & REPAIRS,388.6,9/13/22
MARTIN J LUBY LLC,CONSULTING,7500,4/7/22
"COMET MESSENGER SERVICE, INC.",CONTRACTUAL SERVICES,15.44,12/15/22
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,544,9/8/22
LEXITAS,LEGAL COSTS,202.61,7/14/22
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,499,10/17/22
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,923.4,9/29/22
"WEST PUBLISHING CORPORATION d/b/a THOMSON WEST, WEST GROUP OR WEST",GENERAL EXPENSES,2495.86,7/7/22
89TH ST PROPERTIES LLC,FACILITY RENTAL,756.22,3/15/22
AURIGA CORPORATION,GENERAL EXPENSES,1925,8/18/22
"*BOYE JANITORIAL SERVICE, INC.",CONTRACTUAL SERVICES,2786.49,12/13/22
COGENT Infotech Corporation,GENERAL EXPENSES,1600,9/15/22
MP2 ENERGY NE LLC,UTILITIES EXPENSE,73874.96,7/12/22
SDI PRESENCE LLC,TECHNOLOGY SERVICES,593032.71,9/15/22
"PROMPT ELECTRIC, INC.",MAINTENANCE & REPAIRS,1754.4,1/5/22
COMPUTER AID INC,TECHNOLOGY SERVICES,23666.69,9/15/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3965,7/19/22
UIC OFFICE OF CAREER SVCS (M/C 099),ADVERTISING & PROMOTION,200,5/19/22
JAMES B DWORKIN,LEGAL COSTS,1562.5,1/27/22
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3875,4/28/22
DAVID WISE,CONTRACTUAL SERVICES,13440,7/26/22
SDI PRESENCE LLC,TECHNOLOGY SERVICES,430692.29,11/29/22
NACTO,GENERAL EXPENSES,12000,3/1/22
Dunbar Security Products,GENERAL EXPENSES,255.25,9/15/22
