VENDOR NAME,EXPENSE CATEGORY,PAYMENT AMOUNT,PAYMENT DATE
"National Tek Services, Inc",TECHNOLOGY SERVICES,12980.00,3/30/2023
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,23120.00,8/17/2023
CHICAGO TRIBUNE,GENERAL EXPENSES,161.42,9/28/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,4150.61,10/31/2023
PNC BANK,CONTRACTUAL SERVICES,1153.09,10/16/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,7385.00,12/26/2023
KEHREIN CENTER,TRAVEL & MEETING EXPENSE,720.00,1/12/2023
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1103.00,10/26/2023
BRADLEY MERK MD,ADMINISTRATION & HR,1000.00,7/27/2023
"INTERSTATE POWER SYSTEMS, INC.",MAINTENANCE & REPAIRS,569.00,12/5/2023
TRANSPORTATION SAFETY INSTITUTE,TRAVEL & MEETING EXPENSE,960.00,1/12/2023
Chicago Minority Supplier Development Council,GENERAL EXPENSES,7000.00,1/19/2023
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,795.00,2/16/2023
*Freddies Inc,CONTRACTUAL SERVICES,806.25,4/6/2023
NATIONAL ACADEMY OF SCIENCE,CONTRACTUAL SERVICES,2100.00,5/11/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1577.48,5/25/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
*CONSOLIDATED PRINTING,CONTRACTUAL SERVICES,712.00,12/8/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,3078.17,1/31/2023
AT & T CORP,UTILITIES EXPENSE,340424.14,1/10/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,103321.14,3/21/2023
CLAREMONT LLC,CONTRACTUAL SERVICES,555.00,2/16/2023
GENUINE PARTS COMPANY (NAPA),TRAVEL & MEETING EXPENSE,2770.00,5/2/2023
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,1186814.99,2/28/2023
COMPUTER AID INC,TECHNOLOGY SERVICES,660059.58,3/30/2023
STAPLES ADVANTAGE,DIRECT PURCHASES,369.71,4/25/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,11059.07,6/1/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,13356.25,8/25/2023
HARRY S. TRUMAN COLLEGE,GENERAL EXPENSES,864.00,8/4/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,352.00,8/10/2023
PNC BANK,GENERAL EXPENSES,1551.00,9/15/2023
"JONES LANG LaSALLE, INCORPORATED",MAINTENANCE & REPAIRS,401241.98,11/21/2023
"BUCHANAN REPORTING, INC",LEGAL COSTS,96.00,12/7/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,471.25,12/26/2023
"GUARDIAN INDUSTRIAL SUPPLY, LLC",DIRECT PURCHASES,533.00,1/12/2023
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,421837.66,1/3/2023
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,701.78,3/2/2023
G & O THERMAL SUPPLY COMPANY,DIRECT PURCHASES,1358.10,3/8/2023
SPANISH BROADCASTING SYSTEM / WLEY,ADVERTISING & PROMOTION,3000.00,3/9/2023
BRE RIVER NORTH POINT OWNER LLC,FACILITY RENTAL,61066.36,3/16/2023
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,94461.61,4/6/2023
89TH ST PROPERTIES LLC,FACILITY RENTAL,32616.00,4/13/2023
AT & T CORP,UTILITIES EXPENSE,14375.37,5/18/2023
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,2537.00,6/15/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,11857.07,10/3/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/31/2023
"VERITEXT, LLC",LEGAL COSTS,377.25,9/21/2023
"H-O-H-WATER TECHNOLOGY, INC.",MAINTENANCE & REPAIRS,1200.00,11/1/2023
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,3417.00,11/30/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,71793.72,12/14/2023
BALOUGH LAW OFFICES LLC,LEGAL COSTS,6174.74,2/16/2023
*MOORE SECURITY INC.,PURCHASE OF SECURITY SERVICES,28298.53,5/16/2023
"WISCO, INC.",MAINTENANCE & REPAIRS,416.36,7/27/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,4075.00,6/8/2023
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,100.00,7/13/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",GENERAL EXPENSES,1465.99,8/2/2023
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,5205.00,9/7/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,340.70,10/10/2023
NIKO'S BANQUET,TRAVEL & MEETING EXPENSE,13247.50,11/2/2023
"WISCO, INC.",DIRECT PURCHASES,214.09,12/12/2023
"THOMPSON COBURN, LLC",LEGAL COSTS,7080.00,12/21/2023
TOMPKINS PRINTING EQUIPMENT CO.,MAINTENANCE & REPAIRS,3150.05,1/18/2023
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,MAINTENANCE & REPAIRS,73322.59,6/29/2023
VILLAGE OF OAK PARK -1,PURCHASE OF SECURITY SERVICES,12884.80,7/3/2023
PACER SERVICE CENTER,GENERAL EXPENSES,188.90,7/13/2023
89TH ST PROPERTIES LLC,FACILITY RENTAL,32616.00,7/25/2023
JERMAINE DAY,TRAVEL & MEETING EXPENSE,400.00,8/2/2023
FOX VALLEY FIRE & SAFETY COMPANY,MAINTENANCE & REPAIRS,72922.00,9/5/2023
ZULKIE PARTNERS LLC,LEGAL COSTS,1775.00,9/21/2023
"CLEVER DEVICES, LTD",MAINTENANCE & REPAIRS,945200.00,2/21/2023
Trimble Solutions USA Inc,TECHNOLOGY SERVICES,2250.00,3/2/2023
"*STEINER SECURITY SERVICES, INC",PURCHASE OF SECURITY SERVICES,75943.41,5/11/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,8/31/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
G.A.G. INDUSTRIES CORP.,MAINTENANCE & REPAIRS,58295.69,11/30/2023
GRE-GOCO ORRINGTON OWNER LLC,EQUIPMENT RENTAL,1103.00,12/21/2023
APPLIED INDUSTRIAL TECHNOLOGIES,DIRECT PURCHASES,543.80,2/16/2023
"MATTHEW BENDER & CO., INC.",GENERAL EXPENSES,207.90,2/16/2023
"ELEMENT MATERIALS TECHNOLOGY NEW BERLIN, INC.",CONSULTING,2315.00,3/28/2023
"CUBIC TRANSPORTATION SYSTEMS, INC.",CONTRACTUAL SERVICES,712085.00,8/17/2023
CENTER OF BRAIN AND SPINE SURGERY,ADMINISTRATION & HR,2400.00,2/16/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,2/16/2023
BALOUGH LAW OFFICES LLC,LEGAL COSTS,4953.00,4/13/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,4/20/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,13692.25,10/3/2023
PASZKIEWICZ COURT REPORTING,LEGAL COSTS,1118.37,1/5/2023
"SAFETY KLEEN SYSTEMS, INC.",MAINTENANCE & REPAIRS,8388.75,1/19/2023
"DATA WEIGHING SYSTEMS, INC.",MAINTENANCE & REPAIRS,340.00,2/15/2023
"ASKREPLY, INC.",TRAVEL & MEETING EXPENSE,9093.00,3/2/2023
CHICAGOLAND INVESTIGATIVE SERVICES,LEGAL COSTS,6194.30,3/30/2023
CINTAS CORPORATION 2,CONTRACTUAL SERVICES,6953.96,3/9/2023
STAPLES ADVANTAGE,DIRECT PURCHASES,22226.76,3/30/2023
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,8050.00,3/23/2023
GENUINE PARTS COMPANY (NAPA),ADVERTISING & PROMOTION,8915.96,4/27/2023
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,1505.00,4/27/2023
Wensco,ADVERTISING & PROMOTION,3000.00,5/18/2023
PEOPLES GAS,UTILITIES EXPENSE,106462.31,5/4/2023
"COMET MESSENGER SERVICE, INC.",GENERAL EXPENSES,138.78,5/18/2023
"ENVIROPLUS, INC.",MAINTENANCE & REPAIRS,23231.38,5/18/2023
ALSCO Inc.,GENERAL EXPENSES,224.40,5/25/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,6/8/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,3586.00,6/8/2023
PINNACLE MANAGEMENT CONSULTING LLC,LEGAL COSTS,750.00,6/15/2023
"*MOTR GRAFX, LLC",ADVERTISING & PROMOTION,4604.00,7/20/2023
Dunbar Security Products,GENERAL EXPENSES,1000.00,12/28/2023
JJC GROUP,ADVERTISING & PROMOTION,8820.00,8/25/2023
TKOS II LLC,GENERAL EXPENSES,3910.19,9/7/2023
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,7550.00,9/21/2023
VTECH SOLUTION INC,CONSULTING,9225.00,10/17/2023
"CHICAGO CHINESE TIMES - U.S.A. PRINTING, INC.",ADVERTISING & PROMOTION,500.00,11/9/2023
"INSPE ASSOCIATES,LTD.",ADMINISTRATION & HR,1350.00,4/20/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,46307.26,7/27/2023
PEOPLES GAS,UTILITIES EXPENSE,81820.69,5/23/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,7/6/2023
"AMERESCO, INC.",CONSULTING,34332.00,7/18/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,1953.42,9/12/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3170.00,7/27/2023
5366 LOGISTICS CORP,DIRECT PURCHASES,4397.77,10/12/2023
"CARD IMAGING, INC.",DIRECT PURCHASES,550.00,3/2/2023
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,7169.50,2/16/2023
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,16113.00,3/16/2023
RELIABLE FIRE EQUIPMENT CO,MAINTENANCE & REPAIRS,329.55,3/22/2023
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,LEGAL COSTS,10.00,5/18/2023
MASSACHUSETTS INSTITUTE OF TECHNOLOGY,CONTRACTUAL SERVICES,38610.01,5/18/2023
"T-MOBILE USA, INC.",UTILITIES EXPENSE,54881.32,6/1/2023
"AMERICAN BUILDING SERVICES, LLC (M-D BUILDING MATERIALS)",DIRECT PURCHASES,7448.56,11/7/2023
"GARDA CL GREAT LAKES, INC.",FINANCIAL & TREAS SVCS,14222.00,7/13/2023
"ACTION K-9 SECURITY, INC.",PURCHASE OF SECURITY SERVICES,813362.23,8/25/2023
AMERICAN PUBLIC TRANSPORTATION ASSOCIATION,TRAVEL & MEETING EXPENSE,975.00,9/28/2023
CORPORATE CONCEPTS INC,MAINTENANCE & REPAIRS,1805.40,11/2/2023
HERC RENTALS INC.,CONTRACTUAL SERVICES,3284.00,10/19/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,396.00,11/30/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,605.08,2/9/2023
"IMPERIAL CRANE SERVICES, INC.",EQUIPMENT RENTAL,5508.82,1/31/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,430692.29,3/30/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,3/23/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,2277.87,4/13/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,7/20/2023
ZIONS BANK,GENERAL EXPENSES,1899425.08,7/31/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,750.00,4/11/2023
"LANER, MUCHIN, DOMBROW, BECKER,",LEGAL COSTS,1464.00,2/2/2023
LESTER & ROSALIE ANIXTER CENTER,GENERAL EXPENSES,518.00,3/23/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,16769.79,3/23/2023
Vincent R Williams & Associates P.C.,CONTRACTUAL SERVICES,6000.00,4/25/2023
"*MULTILINGUAL CONNECTIONS, LLC",CONTRACTUAL SERVICES,242.00,6/1/2023
"JULIAN, BETLEY & ASSOCIATES",LEGAL COSTS,504.75,6/1/2023
ESQUIRE DEPOSITION SOLUTIONS,LEGAL COSTS,660.95,7/13/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",GENERAL EXPENSES,1465.99,8/31/2023
GENUINE PARTS COMPANY (NAPA),MAINTENANCE & REPAIRS,97497.62,9/5/2023
"MOBILE MINI, INC",EQUIPMENT RENTAL,330.00,10/30/2023
"TRANE U.S., INC.",TECHNOLOGY SERVICES,1167.99,1/19/2023
BETH DONAHUE GIS SERVICES LLC,CONSULTING,2400.00,3/28/2023
TITO YAO M.D. S.C,ADMINISTRATION & HR,125.00,4/13/2023
YOURMEMBERSHIP.COM INC,ADVERTISING & PROMOTION,499.00,5/11/2023
"*STEINER SECURITY SERVICES, INC",PURCHASE OF SECURITY SERVICES,82636.87,7/11/2023
GEORGE LEYVA,CREDITS,20.00,8/10/2023
CORPORATE CONCEPTS INC,DIRECT PURCHASES,2480.00,12/21/2023
"ABRAHAM LAW & CONSULTING, LLC",GENERAL EXPENSES,30302.00,1/12/2023
PACER SERVICE CENTER,GENERAL EXPENSES,122.60,1/19/2023
*CHICAGO PESTS LLC,MAINTENANCE & REPAIRS,176.00,2/16/2023
"JONES LANG LaSALLE, INCORPORATED",CONSULTING,42763.79,3/2/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,3/16/2023
"West Publishing Corporation d/b/a Thomson Reuters - West or West, a Thomson Reuters Business or Thomson West or West Group",FINANCIAL & TREAS SVCS,781.30,5/4/2023
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,630482.09,6/1/2023
SURVEYMONKEY INC.,TECHNOLOGY SERVICES,1188.00,6/8/2023
"T-MOBILE USA, INC.",UTILITIES EXPENSE,19263.76,6/29/2023
"INTER-CON SECURITY SYSTEMS, INC",PURCHASE OF SECURITY SERVICES,659013.03,6/27/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,6245.00,9/21/2023
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,611.53,9/28/2023
SOCIETY FOR HUMAN RESOURCE MGMT,GENERAL EXPENSES,244.00,10/5/2023
CORPORATE CONCEPTS INC,MAINTENANCE & REPAIRS,30580.21,3/30/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,9097.34,4/25/2023
MURRAY & TRETTEL INC,GENERAL EXPENSES,457.50,7/13/2023
SIEVERT ELECTRIC SERVICE & SALES,MAINTENANCE & REPAIRS,15688.00,8/24/2023
MAZAK CORPORATION,MAINTENANCE & REPAIRS,618.60,12/14/2023
JOHNSON PIPE & SUPPLY CO.,DIRECT PURCHASES,1023.12,3/16/2023
STANDARD EQUIPMENT COMPANY,DIRECT PURCHASES,3232.95,1/12/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,407751.23,3/16/2023
*J.P. SIMONS & COMPANY,DIRECT PURCHASES,5505.20,1/12/2023
*TEQLOGICA CORPORATION,TECHNOLOGY SERVICES,18400.00,3/9/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,10480.11,6/29/2023
"*ANCHOR STAFFING, INC.",GENERAL EXPENSES,1577.48,4/13/2023
"MOBILE MINI, INC",EQUIPMENT RENTAL,330.00,6/29/2023
PNC BANK,TRAVEL & MEETING EXPENSE,4655.31,4/19/2023
PNC BANK,MAINTENANCE & REPAIRS,842.24,4/19/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,136866.80,5/16/2023
Carahsoft Technology Corporation,TECHNOLOGY SERVICES,234905.00,5/4/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,3530.76,6/8/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,5323.39,6/13/2023
CHICAGOLAND INVESTIGATIVE SERVICES,LEGAL COSTS,1345.00,7/20/2023
"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C.",ADMINISTRATION & HR,66869.00,8/15/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,155013.48,8/1/2023
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025.00,8/9/2023
NATHAN ANDERSON,ADMINISTRATION & HR,150.00,8/31/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,5889.77,11/2/2023
"VERIZON WIRELESS, INC.",UTILITIES EXPENSE,226987.53,11/16/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,6648.75,11/21/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
"QUANTUM CROSSINGS, LLC",FINANCIAL & TREAS SVCS,1570175.99,12/21/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,9022.26,3/16/2023
AN EXECUTIVE DECISION,GENERAL EXPENSES,7000.00,3/23/2023
*Freddies Inc,GENERAL EXPENSES,1703.25,5/4/2023
"American Traffic Safety Services Association, Inc.",TRAVEL & MEETING EXPENSE,26500.00,5/11/2023
AMERICAN INSURANCE SERVICES GROUP,CONTRACTUAL SERVICES,268.40,8/10/2023
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,960.00,9/28/2023
CLEAN! CLEAN! DRY CLEANERS,DIRECT PURCHASES,437.15,10/19/2023
1120 E 89TH STREET HOLDINGS,FACILITY RENTAL,68338.00,10/26/2023
FOREST PARK POLICE DEPT.,PURCHASE OF SECURITY SERVICES,543.97,12/7/2023
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,15928.15,3/9/2023
"AT&T MOBILITY NATIONAL ACCOUNTS, LLC",UTILITIES EXPENSE,44895.39,6/6/2023
PLANET DEPOS LLC,LEGAL COSTS,273.80,6/15/2023
EVERGREEN PARK RED LIGHT,GENERAL EXPENSES,200.00,6/29/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,7173.57,8/24/2023
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,760.81,7/27/2023
CIOX HEALTH,ADMINISTRATION & HR,247.23,8/17/2023
"WAREHOUSE DIRECT, INC.",MAINTENANCE & REPAIRS,72.00,9/28/2023
RUSSELL R. ROGERS,CONTRACTUAL SERVICES,11250.00,10/26/2023
"LAW BULLETIN PUBLISHING CO, INC.",FINANCIAL & TREAS SVCS,10025.00,12/20/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,3345.00,3/14/2023
"OER SERVICES, LLC",EQUIPMENT RENTAL,730.36,4/6/2023
BALFOUR BEATTY INFRASTRUCTURE INC.,DIRECT PURCHASES,2992.10,4/27/2023
WESTERMO,DIRECT PURCHASES,24936.00,6/8/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,41199.89,5/30/2023
"MCCORKLE LITIGATION SERVICES, INC",GENERAL EXPENSES,1110.00,6/8/2023
ST. ANTHONY'S SPINE & JOINT INSTITUTE,ADMINISTRATION & HR,500.00,6/1/2023
ABACUS SERVICE CORPORATION,CONTRACTUAL SERVICES,1904.00,6/22/2023
*CONSOLIDATED PRINTING,ADVERTISING & PROMOTION,15846.00,9/14/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,2250.00,10/17/2023
"RIB GROUP CONSULTING, INC.",CONSULTING,32929.67,10/19/2023
"GARTNER, INCORPORATED",GENERAL EXPENSES,98385.00,11/7/2023
MONTIEL INTERNATIONAL,GENERAL EXPENSES,200.00,3/9/2023
PLANET DEPOS LLC,LEGAL COSTS,500.00,3/30/2023
CHICAGO TRIBUNE CO.,ADVERTISING & PROMOTION,804.26,6/8/2023
STEVEN M MARDJETKO MD,ADMINISTRATION & HR,300.00,8/31/2023
NEAL & LEROY L.L.C.,LEGAL COSTS,132.00,9/12/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,10/26/2023
TAFT STETTINIUS & HOLLISTER LLP,LEGAL COSTS,147.50,2/23/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,12502.78,6/15/2023
ALSCO Inc.,GENERAL EXPENSES,28.05,8/24/2023
TOWN OF CICERO,UTILITIES EXPENSE,5355.54,12/14/2023
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,36905.56,6/15/2023
AMERICAN SOCIETY FOR HEATING REFRIGERATION & AC ENGINEERS,GENERAL EXPENSES,240.00,10/5/2023
CHRISTA BIELSKI DPT,ADMINISTRATION & HR,400.00,10/12/2023
"*FIRECO, INC.",MAINTENANCE & REPAIRS,120843.00,3/23/2023
CITY OF CHICAGO-DEPT OF WATER,UTILITIES EXPENSE,539.11,4/18/2023
XEROX CORPORATION /XEROX CTR,MAINTENANCE & REPAIRS,10469.24,5/25/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,10/19/2023
ILLINOIS SECRETARY OF STATE,CONTRACTUAL SERVICES,50.00,11/30/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,990035.23,1/24/2023
"MIDWEST ENVIRONMENTAL SALES CO., INC.",DIRECT PURCHASES,5075.00,1/19/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,3141.45,2/2/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,924492.09,2/23/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,1593.50,6/1/2023
PEOPLES GAS,UTILITIES EXPENSE,180539.32,3/16/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,37502.39,4/13/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,2749.83,4/20/2023
TRADEBE TREATMENT & RECYCLING LLC,MAINTENANCE & REPAIRS,1239.68,5/25/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,5/25/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,34904.45,6/29/2023
"OCCUPATIONAL HEALTH CENTERS OF ILLINOIS, P.C.",ADMINISTRATION & HR,44526.00,6/15/2023
STAPLES ADVANTAGE,DIRECT PURCHASES,29533.79,6/29/2023
DIRECT ENERGY BUSINESS LLC,UTILITIES EXPENSE,48224.72,6/27/2023
GENUINE PARTS COMPANY (NAPA),DIRECT PURCHASES,129921.60,7/6/2023
CITY OF CHICAGO DEPT.OF REVENUE-RED LIGHT,GENERAL EXPENSES,3265.00,7/13/2023
Carahsoft Technology Corporation,TECHNOLOGY SERVICES,204757.19,7/25/2023
PNC BANK,TRAVEL & MEETING EXPENSE,4991.05,7/17/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1723.54,8/10/2023
"MANSFIELD OIL COMPANY OF GAINESVILLE, INC.",FUEL EXPENSE,14423.79,9/28/2023
"THE MCS GROUP, INC.",ADMINISTRATION & HR,1956.21,8/24/2023
Martinez Retail Management d/b/a All Window Cleaning Services,MAINTENANCE & REPAIRS,47920.00,8/31/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,11665.57,10/12/2023
"GREENLINE ENVIRONMENTAL SOLUTIONS, LLC",MAINTENANCE & REPAIRS,50290.00,10/24/2023
"JUST ELEVATOR INSPECTION SERVICE, INC.",MAINTENANCE & REPAIRS,19520.00,10/19/2023
"GENERAL COMMUNICATIONS, INC",MAINTENANCE & REPAIRS,14650.00,10/19/2023
"ATLAS FIRST ACCESS MATERIAL HANDLING, INC.",MAINTENANCE & REPAIRS,73559.27,10/31/2023
GENUINE PARTS COMPANY (NAPA),GENERAL EXPENSES,672.66,11/9/2023
"*ANDERSON & SHAH ROOFING, INC.",MAINTENANCE & REPAIRS,1185.00,12/21/2023
COMPUTER AID INC,TECHNOLOGY SERVICES,46737.92,1/19/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,1683.06,2/16/2023
WOLTERS KLUWER LAW & BUSINESS,GENERAL EXPENSES,1052.80,1/26/2023
"JONES ENVIRONMENTAL CONTROL, INC.",MAINTENANCE & REPAIRS,1512.96,2/21/2023
COOK COUNTY SHERIFF DEPARTMENT,LEGAL COSTS,40.00,3/2/2023
MP2 ENERGY NE LLC,UTILITIES EXPENSE,508094.74,3/7/2023
Tribologik Corp,CONTRACTUAL SERVICES,4438.40,3/30/2023
TerraCycle Regulated Waste,MAINTENANCE & REPAIRS,490.00,3/28/2023
"Christopher Glass Services, Inc",MAINTENANCE & REPAIRS,10143.22,3/28/2023
RCE Equipment Solutions Inc,DIRECT PURCHASES,537.29,6/15/2023
GENUINE PARTS COMPANY (NAPA),CONTRACTUAL SERVICES,132.44,8/15/2023
VILLAGE OF RIVER GROVE,UTILITIES EXPENSE,42.28,5/11/2023
STENSTROM PROTANIC LLC.,MAINTENANCE & REPAIRS,2858.75,5/18/2023
"MARCO SUPPLY CO., INC.",DIRECT PURCHASES,1980.40,7/20/2023
"T-MOBILE USA, INC.",UTILITIES EXPENSE,50307.25,8/15/2023
SERVICE SANITATION INC,MAINTENANCE & REPAIRS,70.00,10/19/2023
CITY OF CHICAGO-DEPT OF FLEET AND FACILITY  MGMT,DIRECT PURCHASES,17431.06,12/21/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,287.00,12/21/2023
EVANSTON POLICE DEPARTMENT/CITY OF EVANSTON,PURCHASE OF SECURITY SERVICES,20797.25,1/12/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,1188.00,4/11/2023
"T-MOBILE USA, INC.",UTILITIES EXPENSE,65604.50,5/2/2023
PNC BANK,CONTRACTUAL SERVICES,3265.38,3/20/2023
PEOPLES GAS,UTILITIES EXPENSE,22682.32,4/25/2023
JACKSON LEWIS PC,LEGAL COSTS,700.00,5/25/2023
SDI PRESENCE LLC,TECHNOLOGY SERVICES,433342.29,6/29/2023
"*DIGBY'S DETECTIVE & SECURITY AGENCY, INC.",PURCHASE OF SECURITY SERVICES,88247.18,6/29/2023
PEOPLES GAS,UTILITIES EXPENSE,30290.52,9/5/2023
*CityEscape Garden & Design,MAINTENANCE & REPAIRS,13029.44,9/28/2023
LEXITAS,LEGAL COSTS,321.00,12/14/2023
COOK COUNTY SHERIFF DEPARTMENT,MAINTENANCE & REPAIRS,38038.49,1/19/2023
ILLINOIS SECRETARY OF STATE,GENERAL EXPENSES,50.00,8/31/2023
*WAN Tech Inc,CONTRACTUAL SERVICES,323.16,11/9/2023
JOHNSON CONTROLS FIRE PROTECTION LP,MAINTENANCE & REPAIRS,1240.00,1/12/2023
